"","cause.x","effect.x","CCMmatchList","AggmatchList","foodmatchList","lowermatchList","cantEmbeddingmatchList","linearitymatchList","SmapMean","causepopmean","effectpopmean","causepopsd","effectpopsd","causehabitat","effecthabitat","smapmin","smapX1st","smapmedian","smapmean","smapX3rd","smapmax","strength"
"2673","Cyp. spp","Pet. tre",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2674","Cun. lon","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2675","Ere. cya","Pet. tre",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2676","Gna. pfe","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2677","Hap. mic","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2678","Int. loo","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2679","Jul. orn","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2680","Lep. att","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2681","Lam. cal","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2682","Lep. cun","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2683","Lim. dar","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2684","Lep. elo","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685","Lep. ken","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2686","Lob. lab","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687","Lam. lem","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2688","Lep. mim","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2689","Lep. pro","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2690","Lam. tan","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2691","Lat. M","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2692","M. spp","Pet. tre",NA,NA,NA,NA,"埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2693","Neo. bus","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2694","Neo. cau","Pet. tre",NA,NA,NA,NA,"埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2695","Neo. cyl","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2696","Neo. fas","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2697","Neo. fur","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2698","Neo. mus","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2699","Neo. obs","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2700","Neo. pet","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701","Neo. pro","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2702","Neo. pul","Pet. tre",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2703","Neo. sav","Pet. tre",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2704","Neo. sex","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2705","Neo. tet","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2706","Oph. ven","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2707","Par. spp","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2708","Pse. cur","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2709","Pet. fam","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2710","Pet. fas","Pet. tre",NA,NA,NA,NA,"埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2711","Per. mic","Pet. tre","present",NA,"present",NA,NA,NA,-0.237176929264758,30.975,24.675,18.5810594216468,8.13472297922418,"Scale_feeder","Unicellular_algae_feeder",-0.569404630426519,-0.356775922592473,-0.267835237516042,-0.237176929264758,-0.137861744342672,0.162529230597104,"negative"
"2712","Pet. pol","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713","Pet. hor","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2714","Per. str","Pet. tre",NA,NA,"present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2715","Sim. dia","Pet. tre",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2716","Syn. mul","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717","Tro. moo","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2718","Tel. tem","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2719","Tel. vit","Pet. tre","present",NA,NA,NA,NA,NA,-0.231720951487967,159.55,24.675,47.1908020155601,8.13472297922418,"Filamentous_algae_feeder","Unicellular_algae_feeder",-0.751516774200172,-0.369728662939179,-0.224678094101247,-0.231720951487967,-0.0861383334453975,0.426190548690681,"negative"
"2720","Var. moo","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2721","Xen. pap","Pet. tre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2722","Xen. sim","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2723","Xen. spi","Pet. tre",NA,NA,NA,NA,"埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2724","Xen. fla","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2725","Xen. bou","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2726","Xen. sp","Pet. tre",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2727","Alt. com","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2728","Aul. dew","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2729","Cya. spp","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2730","Cte. hor","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2731","Cyp. spp","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2732","Cun. lon","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2733","Ere. cya","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2734","Gna. pfe","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2735","Hap. mic","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2736","Int. loo","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2737","Jul. orn","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2738","Lep. att","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2739","Lam. cal","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2740","Lep. cun","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2741","Lim. dar","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2742","Lep. elo","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2743","Lep. ken","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2744","Lob. lab","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2745","Lam. lem","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2746","Lep. mim","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2747","Lep. pro","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2748","Lam. tan","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2749","Lat. M","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2750","M. spp","Sim. dia",NA,NA,NA,NA,"埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751","Neo. bus","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2752","Neo. cau","Sim. dia",NA,NA,NA,NA,"埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2753","Neo. cyl","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2754","Neo. fas","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2755","Neo. fur","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2756","Neo. mus","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2757","Neo. obs","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2758","Neo. pet","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2759","Neo. pro","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2760","Neo. pul","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2761","Neo. sav","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2762","Neo. sex","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2763","Neo. tet","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2764","Oph. ven","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2765","Par. spp","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2766","Pse. cur","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2767","Pet. fam","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2768","Pet. fas","Sim. dia",NA,NA,NA,NA,"埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769","Per. mic","Sim. dia",NA,NA,"present",NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2770","Pet. pol","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2771","Pet. hor","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2772","Per. str","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2773","Pet. tre","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2774","Syn. mul","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2775","Tro. moo","Sim. dia",NA,"present",NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2776","Tel. tem","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2777","Tel. vit","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2778","Var. moo","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2779","Xen. pap","Sim. dia",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2780","Xen. sim","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2781","Xen. spi","Sim. dia",NA,NA,NA,NA,"埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2782","Xen. fla","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2783","Xen. bou","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2784","Xen. sp","Sim. dia",NA,NA,NA,"10未満",NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2785","Alt. com","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2786","Aul. dew","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2787","Cya. spp","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2788","Cte. hor","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2789","Cyp. spp","Syn. mul",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2790","Cun. lon","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2791","Ere. cya","Syn. mul",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2792","Gna. pfe","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2793","Hap. mic","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2794","Int. loo","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2795","Jul. orn","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2796","Lep. att","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2797","Lam. cal","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2798","Lep. cun","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2799","Lim. dar","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2800","Lep. elo","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2801","Lep. ken","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2802","Lob. lab","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2803","Lam. lem","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2804","Lep. mim","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2805","Lep. pro","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2806","Lam. tan","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2807","Lat. M","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2808","M. spp","Syn. mul",NA,NA,NA,NA,"埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2809","Neo. bus","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2810","Neo. cau","Syn. mul",NA,NA,NA,NA,"埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2811","Neo. cyl","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2812","Neo. fas","Syn. mul","present",NA,NA,NA,NA,NA,-0.389732437757891,64.1,5.275,16.6576385804508,4.65192267942886,"Shrimp_feeder","Microfilamentous_algae_feeder",-1.96245301725723,-0.996221504284032,-0.305806606497785,-0.389732437757891,0.156036068051631,1.10190630818584,"negative"
"2813","Neo. fur","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2814","Neo. mus","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2815","Neo. obs","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2816","Neo. pet","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2817","Neo. pro","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2818","Neo. pul","Syn. mul",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2819","Neo. sav","Syn. mul",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2820","Neo. sex","Syn. mul","present",NA,NA,NA,NA,NA,0.585006774211184,3.825,5.275,4.01208111480748,4.65192267942886,"Zoobenthos_feeder","Microfilamentous_algae_feeder",-0.783264320934659,0.149492866033256,0.647762004138749,0.585006774211184,1.06699893516839,2.0569241495151,"positive"
"2821","Neo. tet","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2822","Oph. ven","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2823","Par. spp","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2824","Pse. cur","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2825","Pet. fam","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2826","Pet. fas","Syn. mul",NA,NA,NA,NA,"埋め込み不可","線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2827","Per. mic","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2828","Pet. pol","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2829","Pet. hor","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2830","Per. str","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831","Pet. tre","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2832","Sim. dia","Syn. mul",NA,NA,NA,NA,NA,"線形性",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2833","Tro. moo","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2834","Tel. tem","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2835","Tel. vit","Syn. mul","present",NA,NA,NA,NA,NA,-0.329908662413811,159.55,5.275,47.1908020155601,4.65192267942886,"Filamentous_algae_feeder","Microfilamentous_algae_feeder",-3.6817358017805,-0.82989817620703,-0.138752241511384,-0.329908662413811,0.129784722841118,2.28366592730366,"negative"
"2836","Var. moo","Syn. mul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2837","Xen. pap","Syn. mul","present",NA,NA,NA,NA,NA,0.219655273202154,5.575,5.275,3.29636551993641,4.65192267942886,"Filamentous_algae_feeder","Microfilamentous_algae_feeder",-0.865476100829577,-0.0772451310931704,0.171057604782109,0.219655273202154,0.507173472817676,1.30923504324874,"positive"
"2838","Xen. sim","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2839","Xen. spi","Syn. mul",NA,NA,NA,NA,"埋め込み不可",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2840","Xen. fla","Syn. mul",NA,NA,NA,"10未満",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
